Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",16,,Fog,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",17,,Haze,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",18,,Polluted Air,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",19,,Sand haze,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",20,,Smoke,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",21,,Ocean Acidification,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",22,,Rogue Wave,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",23,,Sea Water Intrusion,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",24,,Sea Ice (Ice Bergs),,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",25,,Ice Flow,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",26,,Seiche,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",27,,Storm Surge,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",28,,Storm Tides,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",29,,Tsunami,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",30,,Depression or Cyclone (Low Pressure Area) (Pressure-Related),,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",31,,Extra-tropical Cyclone (Pressure-Related),,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",32,,Sub-Tropical Cyclone (Pressure-Related),,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",33,,Acid Rain,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",34,,Blizzard,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",35,,Drought,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",36,,Hail,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",37,,Ice Storm,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",38,,Snow,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",39,,Snow Storm,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",40,,Cold Wave,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",41,,Dzud,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",42,,Freeze,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",43,,Frost (Hoar Frost),,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",44,,Freezing Rain (Supercooled Rain),,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",45,,Glaze,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",46,,Ground Frost,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",47,,Heatwave,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",48,,Icing (Including Ice),,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",49,,Thaw,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",50,,Avalanche,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",51,,Mud Flow,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",52,,Rock slide,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",53,,Derecho,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",54,,Gale (Strong Gale),,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",55,,Squall,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",56,,Subtropical Storm,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",57,,"Tropical Cyclone (Cyclonic Wind, Rain [Storm] Surge) (Wind-Related)",,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",58,,Tropical Storm (Wind-Related),,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",59,,Tornado,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",60,,Wind,,,[Code table 4.253],Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",191 - 254,,Reserved for local use,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 4: Meteorological and hydrological hazard indices",255,,Missing,,,-,Operational
